agency_cd	site_no	parameter_cd	ts_id	month_nu	day_nu	begin_yr	end_yr	count_nu	max_va_yr	max_va	min_va_yr	min_va	mean_va	p05_va	p10_va	p20_va	p25_va	p50_va	p75_va	p80_va	p90_va	p95_va
5s	15s	5s	11n	3n	3n	6n	6n	8n	5n	12s	5n	12s	12s	12s	12s	12s	12s	12s	12s	12s	12s	12s
USGS	11266500	00060	9536	9	19	1917	2020	104	1959	1640	1977	8.20	61	11	15	18	20	32	56	66	103	157
USGS	11266500	00060	9536	9	20	1917	2020	104	1959	794	1977	8.90	51	11	15	19	20	31	53	66	100	141
USGS	11266500	00060	9536	9	21	1917	2020	104	1959	398	1977	8.20	46	11	15	18	20	32	51	65	104	137
USGS	11266500	00060	9536	9	22	1917	2020	104	1959	312	1977	6.90	46	10	15	18	19	31	51	62	96	136
USGS	11266500	00060	9536	9	23	1917	2020	104	1959	281	1977	6.40	45	11	14	18	20	30	54	63	98	128
USGS	11266500	00060	9536	9	24	1917	2020	104	1983	265	1977	6.20	45	12	15	18	19	29	51	58	95	151
USGS	11266500	00060	9536	9	25	1917	2020	104	1982	1410	1977	6.10	55	12	14	17	19	29	49	58	95	141
USGS	11266500	00060	9536	9	26	1917	2020	104	1982	3660	1977	5.90	77	11	14	17	18	28	47	53	107	137
USGS	11266500	00060	9536	9	27	1917	2020	104	1982	1260	1977	5.80	54	11	14	17	18	28	46	55	102	161
USGS	11266500	00060	9536	9	28	1917	2020	104	1982	635	1977	5.80	51	12	14	16	18	27	47	54	108	158
USGS	11266500	00060	9536	9	29	1917	2020	104	1918	1150	1977	5.80	59	12	14	16	18	26	44	54	103	197
USGS	11266500	00060	9536	9	30	1917	2020	104	1918	1270	1977	5.90	61	12	14	16	18	26	44	52	95	264
USGS	11266500	00060	9536	10	1	1917	2021	105	1919	1880	1978	6.40	69	12	14	16	18	25	48	54	111	275
USGS	11266500	00060	9536	10	2	1917	2021	105	1919	2000	1978	6.40	70	12	14	16	18	26	47	55	123	248
USGS	11266500	00060	9536	10	3	1917	2021	105	1919	970	1978	6.20	58	12	14	16	18	26	45	53	112	256
USGS	11266500	00060	9536	10	4	1917	2021	105	1919	601	1978	6.10	54	12	14	17	18	27	46	60	114	239
USGS	11266500	00060	9536	10	5	1917	2021	105	1919	414	1978	6.10	53	12	14	17	18	27	47	66	142	202
USGS	11266500	00060	9536	10	6	1917	2021	105	1919	380	1978	6.10	51	12	14	17	18	27	48	63	137	204
USGS	11266500	00060	9536	10	7	1917	2021	105	1919	300	1978	6.10	51	12	14	17	18	27	55	65	132	202
USGS	11266500	00060	9536	10	8	1917	2021	105	1984	357	1978	5.90	51	12	14	16	18	27	56	65	127	222
USGS	11266500	00060	9536	10	9	1917	2021	105	1984	319	1978	5.80	50	12	14	16	17	28	51	61	123	217
USGS	11266500	00060	9536	10	10	1917	2021	105	2012	290	1978	5.80	49	12	14	16	18	28	52	61	112	194
USGS	11266500	00060	9536	10	11	1917	2021	105	2012	632	1978	5.70	55	12	14	16	18	29	56	70	111	189
USGS	11266500	00060	9536	10	12	1917	2021	105	2012	537	1978	5.60	53	12	14	16	18	29	56	67	114	184
USGS	11266500	00060	9536	10	13	1917	2021	105	2012	398	1978	5.60	50	13	14	16	18	30	54	64	123	178
USGS	11266500	00060	9536	10	14	1917	2021	105	2010	1540	1978	5.60	62	13	14	16	17	31	56	71	116	174
USGS	11266500	00060	9536	10	15	1917	2021	105	2010	664	1978	5.60	57	13	14	16	17	31	54	66	119	244
USGS	11266500	00060	9536	10	16	1917	2021	105	1970	608	1978	5.60	65	13	13	16	17	30	59	73	151	283
USGS	11266500	00060	9536	10	17	1917	2021	105	2017	1120	1978	5.60	71	13	13	16	18	29	57	70	154	315
USGS	11266500	00060	9536	10	18	1917	2021	105	2010	488	1978	5.60	60	12	14	16	18	31	56	71	150	249
USGS	11266500	00060	9536	10	19	1917	2021	105	2010	506	1978	5.50	57	12	13	16	18	31	55	70	144	193
USGS	11266500	00060	9536	10	20	1917	2021	105	2010	447	1978	5.60	57	12	13	16	18	32	55	81	141	182
USGS	11266500	00060	9536	10	21	1917	2021	105	2010	316	1978	5.60	53	12	13	17	18	31	59	84	133	179
USGS	11266500	00060	9536	10	22	1917	2021	105	1917	285	1978	5.60	51	12	14	17	19	32	58	80	122	163
USGS	11266500	00060	9536	10	23	1917	2021	105	1983	367	1978	5.60	53	12	14	17	19	32	60	90	131	153
USGS	11266500	00060	9536	10	24	1917	2021	105	2011	788	1978	5.60	65	12	13	17	20	31	59	91	137	238
USGS	11266500	00060	9536	10	25	1917	2021	105	2011	4030	1978	5.50	109	12	13	17	20	32	61	86	128	275
USGS	11266500	00060	9536	10	26	1917	2021	105	1983	2820	1978	5.40	96	12	14	18	20	32	71	88	173	266
USGS	11266500	00060	9536	10	27	1917	2021	105	1983	1170	1978	6.50	82	12	14	18	20	32	75	94	167	276
USGS	11266500	00060	9536	10	28	1917	2021	105	2017	2050	1978	6.60	88	12	14	18	20	33	76	94	145	272
USGS	11266500	00060	9536	10	29	1917	2020	104	2017	1570	1978	6.60	85	13	14	20	21	36	83	103	159	355
USGS	11266500	00060	9536	10	30	1917	2020	104	1946	2740	1978	6.40	119	14	15	20	21	36	89	104	185	337
USGS	11266500	00060	9536	10	31	1917	2020	104	2017	1980	1978	6.30	101	14	16	20	21	37	85	101	191	330
USGS	11266500	00060	9536	11	1	1917	2020	104	2017	1070	1978	6.40	85	14	16	20	22	38	87	97	191	289
USGS	11266500	00060	9536	11	2	1917	2020	104	2009	894	1978	6.40	91	14	16	20	22	39	88	110	213	433
USGS	11266500	00060	9536	11	3	1917	2020	104	2017	559	1978	6.40	90	14	16	21	22	38	94	112	231	428
USGS	11266500	00060	9536	11	4	1917	2020	104	1983	498	1978	6.40	81	14	16	21	22	38	98	105	222	325
USGS	11266500	00060	9536	11	5	1917	2020	104	1983	454	1978	12.0	78	14	16	21	22	38	104	130	178	281
USGS	11266500	00060	9536	11	6	1917	2020	104	1995	928	1978	11.0	86	14	17	21	22	38	110	131	199	336
USGS	11266500	00060	9536	11	7	1917	2020	104	1995	485	1989	12.0	79	13	17	21	22	38	118	137	176	293
USGS	11266500	00060	9536	11	8	1917	2020	104	2003	1570	1978	11.0	93	13	18	21	22	39	114	147	186	287
USGS	11266500	00060	9536	11	9	1917	2020	104	2003	1780	1978	10.0	98	14	18	21	23	38	126	140	216	298
USGS	11266500	00060	9536	11	10	1917	2020	104	1928	800	1978	10.0	96	13	18	21	23	41	124	149	236	374
USGS	11266500	00060	9536	11	11	1917	2020	104	1974	2540	1978	10.0	115	14	18	21	26	44	115	157	230	337
USGS	11266500	00060	9536	11	12	1917	2020	104	1974	3180	1978	10.0	121	14	18	22	26	44	119	152	233	329
USGS	11266500	00060	9536	11	13	1917	2020	104	1974	1140	1978	10.0	104	16	18	25	27	45	123	152	233	339
USGS	11266500	00060	9536	11	14	1917	2020	104	1982	2140	1978	10.0	113	17	19	25	27	46	129	167	217	341
USGS	11266500	00060	9536	11	15	1917	2020	104	1964	1110	1978	10.0	107	18	19	25	27	46	123	161	228	406
USGS	11266500	00060	9536	11	16	1917	2020	104	1974	522	1978	9.40	101	18	19	26	27	49	143	159	265	410
USGS	11266500	00060	9536	11	17	1917	2020	104	2018	1440	1978	9.70	124	18	20	26	29	53	147	172	308	438
USGS	11266500	00060	9536	11	18	1917	2020	104	1951	6600	1978	9.80	193	18	20	26	28	51	141	156	322	678
USGS	11266500	00060	9536	11	19	1917	2020	104	1951	11000	1978	9.70	219	18	19	26	29	53	135	159	297	542
USGS	11266500	00060	9536	11	20	1917	2020	104	1951	8500	1978	9.50	194	18	21	26	30	55	142	162	270	419
USGS	11266500	00060	9536	11	21	1917	2020	104	1951	7500	1930	14.0	175	18	21	26	31	58	131	161	252	370
USGS	11266500	00060	9536	11	22	1917	2020	104	1951	3600	1930	14.0	150	18	23	27	31	57	137	165	243	337
USGS	11266500	00060	9536	11	23	1917	2020	104	1951	1920	1930	14.0	132	18	24	28	32	56	144	166	263	492
USGS	11266500	00060	9536	11	24	1917	2020	104	1951	1420	1930	14.0	135	18	23	27	32	59	150	161	309	543
USGS	11266500	00060	9536	11	25	1917	2020	104	1951	1100	1930	14.0	122	18	23	28	32	61	147	178	292	375
USGS	11266500	00060	9536	11	26	1917	2020	104	1951	900	1930	14.0	115	19	22	27	34	61	151	172	279	348
USGS	11266500	00060	9536	11	27	1917	2020	104	1951	800	1930	14.0	112	18	22	27	33	61	149	169	275	361
USGS	11266500	00060	9536	11	28	1917	2020	104	1951	750	1930	13.0	113	18	21	30	33	61	146	181	264	352
USGS	11266500	00060	9536	11	29	1917	2020	104	1967	900	1930	13.0	116	18	21	30	32	66	150	177	273	368
USGS	11266500	00060	9536	11	30	1917	2020	104	1951	875	1930	13.0	116	18	21	29	32	68	148	186	268	394
USGS	11266500	00060	9536	12	1	1917	2020	104	1951	806	1930	13.0	114	18	21	30	34	72	147	187	260	331
USGS	11266500	00060	9536	12	2	1917	2020	104	2013	1090	1929	14.0	130	18	21	30	33	69	168	201	279	419
USGS	11266500	00060	9536	12	3	1917	2020	104	1951	6980	1930	14.0	213	18	21	30	34	74	172	191	311	459
USGS	11266500	00060	9536	12	4	1917	2020	104	1951	4500	1930	14.0	160	18	21	30	34	83	154	184	266	398
USGS	11266500	00060	9536	12	5	1917	2020	104	1951	1900	1930	14.0	135	18	21	31	37	80	146	179	286	459
USGS	11266500	00060	9536	12	6	1917	2020	104	1967	3620	1930	14.0	170	18	20	30	36	81	141	173	305	472
USGS	11266500	00060	9536	12	7	1917	2020	104	1951	4830	1929	14.0	170	18	22	31	34	82	143	161	285	425
USGS	11266500	00060	9536	12	8	1917	2020	104	1951	6740	1929	14.0	176	18	21	30	34	83	139	171	279	391
USGS	11266500	00060	9536	12	9	1917	2020	104	1951	2840	1929	14.0	138	18	22	30	34	80	145	170	280	409
USGS	11266500	00060	9536	12	10	1917	2020	104	1938	3030	1929	16.0	161	18	22	31	38	83	148	166	280	527
USGS	11266500	00060	9536	12	11	1917	2020	104	1938	16000	1977	16.0	291	18	23	31	40	82	153	160	254	672
USGS	11266500	00060	9536	12	12	1917	2020	104	1938	6420	1929	16.0	198	18	23	33	40	83	155	169	265	659
USGS	11266500	00060	9536	12	13	1917	2020	104	1938	3000	1977	15.0	157	18	23	32	41	85	153	166	274	484
USGS	11266500	00060	9536	12	14	1917	2020	104	1951	1610	1977	15.0	138	18	23	31	41	81	153	164	254	510
USGS	11266500	00060	9536	12	15	1917	2020	104	1951	1320	1977	15.0	142	18	24	35	47	86	157	175	255	533
USGS	11266500	00060	9536	12	16	1917	2020	104	2017	2740	1977	15.0	155	18	24	35	49	85	154	165	300	511
USGS	11266500	00060	9536	12	17	1917	2020	104	2017	997	1977	15.0	132	19	25	35	48	85	154	171	256	485
USGS	11266500	00060	9536	12	18	1917	2020	104	1951	905	1977	14.0	128	21	26	38	49	83	146	167	255	446
USGS	11266500	00060	9536	12	19	1917	2020	104	2011	1540	1977	14.0	137	22	26	38	49	80	153	161	268	447
USGS	11266500	00060	9536	12	20	1917	2020	104	2011	1150	1977	14.0	144	23	27	39	50	84	159	164	327	523
USGS	11266500	00060	9536	12	21	1917	2020	104	2011	951	1977	14.0	142	21	25	38	48	85	163	172	359	474
USGS	11266500	00060	9536	12	22	1917	2020	104	1956	4960	1977	14.0	205	21	26	40	52	91	164	188	442	706
USGS	11266500	00060	9536	12	23	1917	2020	104	1956	18000	1977	14.0	436	21	26	39	51	92	167	218	428	633
USGS	11266500	00060	9536	12	24	1917	2020	104	1965	11600	1977	14.0	304	21	26	38	48	96	177	200	415	626
USGS	11266500	00060	9536	12	25	1917	2020	104	1965	4620	1977	13.0	221	23	28	37	50	93	185	222	369	640
USGS	11266500	00060	9536	12	26	1917	2020	104	1965	2340	1977	13.0	186	22	27	38	49	91	181	196	357	558
USGS	11266500	00060	9536	12	27	1917	2020	104	1965	1780	1977	14.0	179	21	26	39	49	97	185	206	393	549
USGS	11266500	00060	9536	12	28	1917	2020	104	1956	1360	1977	14.0	171	21	26	39	47	94	188	199	403	715
USGS	11266500	00060	9536	12	29	1917	2020	104	1965	1090	1977	13.0	171	21	26	39	48	90	187	211	444	723
USGS	11266500	00060	9536	12	30	1917	2020	104	1984	1180	1977	14.0	173	21	27	38	47	86	196	217	433	622
USGS	11266500	00060	9536	12	31	1917	2020	104	2006	3620	1977	14.0	202	21	26	38	46	90	195	266	399	786

